id,make_id,model_id,submodel_id,trim_id,year,make,model,series,submodel,trim,trim_description,engine_type,fuel_type,cylinders,size,horsepower_hp,horsepower_rpm,torque_ft_lbs,torque_rpm,valves,valve_timing,cam_type,drive_type,transmission
22400,9,5796,64685,22400,2015,Honda,CR-V,,EX,EX,EX 4dr SUV AWD (2.4L 4cyl CVT),gas,regular unleaded,I4,2.4,185,6400.0,181.0,3900.0,16,Variable,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic
22401,9,5796,64686,22401,2015,Honda,CR-V,,EX-L,EX-L,EX-L 4dr SUV (2.4L 4cyl CVT),gas,regular unleaded,I4,2.4,185,6400.0,181.0,3900.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic
22402,9,5796,64686,22402,2015,Honda,CR-V,,EX-L,EX-L,EX-L 4dr SUV AWD (2.4L 4cyl CVT),gas,regular unleaded,I4,2.4,185,6400.0,181.0,3900.0,16,Variable,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic
22403,9,5796,64686,22403,2015,Honda,CR-V,,EX-L,EX-L,EX-L 4dr SUV w/Navigation (2.4L 4cyl CVT),gas,regular unleaded,I4,2.4,185,6400.0,181.0,3900.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic
22404,9,5796,64686,22404,2015,Honda,CR-V,,EX-L,EX-L,EX-L 4dr SUV AWD w/Navigation (2.4L 4cyl CVT),gas,regular unleaded,I4,2.4,185,6400.0,181.0,3900.0,16,Variable,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic
22397,9,5796,64687,22397,2015,Honda,CR-V,,LX,LX,LX 4dr SUV (2.4L 4cyl CVT),gas,regular unleaded,I4,2.4,185,6400.0,181.0,3900.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic
22398,9,5796,64687,22398,2015,Honda,CR-V,,LX,LX,LX 4dr SUV AWD (2.4L 4cyl CVT),gas,regular unleaded,I4,2.4,185,6400.0,181.0,3900.0,16,Variable,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic
22405,9,5796,64688,22405,2015,Honda,CR-V,,Touring,Touring,Touring 4dr SUV (2.4L 4cyl CVT),gas,regular unleaded,I4,2.4,185,6400.0,181.0,3900.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic
22406,9,5796,64688,22406,2015,Honda,CR-V,,Touring,Touring,Touring 4dr SUV AWD (2.4L 4cyl CVT),gas,regular unleaded,I4,2.4,185,6400.0,181.0,3900.0,16,Variable,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic
21355,3,5991,64356,21355,2015,BMW,X5,X5,M,M,M 4dr SUV AWD (4.4L 8cyl Turbo 8A),gas,premium unleaded (required),V8,4.4,567,6000.0,553.0,2200.0,32,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic
21351,3,5991,64357,21351,2015,BMW,X5,X5,sDrive35i,sDrive35i,sDrive35i 4dr SUV (3.0L 6cyl Turbo 8A),gas,premium unleaded (required),I6,3.0,300,5800.0,300.0,1300.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic
21354,3,5991,64358,21354,2015,BMW,X5,X5,xDrive35d,xDrive35d,xDrive35d 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),diesel,diesel fuel,I6,3.0,255,4000.0,413.0,1500.0,24,,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic
21352,3,5991,64359,21352,2015,BMW,X5,X5,xDrive35i,xDrive35i,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),gas,premium unleaded (required),I6,3.0,300,5800.0,300.0,1300.0,24,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic
21353,3,5991,64360,21353,2015,BMW,X5,X5,xDrive50i,xDrive50i,xDrive50i 4dr SUV AWD (4.4L 8cyl Turbo 8A),gas,premium unleaded (required),V8,4.4,445,5500.0,480.0,2000.0,32,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic
18455,3,5991,65883,18455,2016,BMW,X5,X5,M,M,M 4dr SUV AWD (4.4L 8cyl Turbo 8A),gas,premium unleaded (required),V8,4.4,567,6000.0,553.0,2200.0,32,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic
18450,3,5991,65884,18450,2016,BMW,X5,X5,sDrive35i,sDrive35i,sDrive35i 4dr SUV (3.0L 6cyl Turbo 8A),gas,premium unleaded (required),I6,3.0,300,5800.0,300.0,1300.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic
18453,3,5991,65885,18453,2016,BMW,X5,X5,xDrive35d,xDrive35d,xDrive35d 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),diesel,diesel fuel,I6,3.0,255,4000.0,413.0,1500.0,24,,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic
18451,3,5991,65886,18451,2016,BMW,X5,X5,xDrive35i,xDrive35i,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),gas,premium unleaded (required),I6,3.0,300,5800.0,300.0,1300.0,24,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic
18454,3,5991,65887,18454,2016,BMW,X5,X5,xDrive40e,xDrive40e,xDrive40e 4dr SUV AWD (2.0L 4cyl Turbo gas/electric plug-in hybrid 8A),plug-in hybrid,premium unleaded (required),I4,2.0,308,,332.0,,16,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic
21287,3,7066,64352,21287,2015,BMW,M4,4 Series,Base,M4,M4 2dr Coupe (3.0L 6cyl Turbo 6M),gas,premium unleaded (required),I6,3.0,425,5500.0,406.0,1850.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed manual
21288,3,7066,64352,21288,2015,BMW,M4,4 Series,Base,M4,M4 2dr Convertible (3.0L 6cyl Turbo 6M),gas,premium unleaded (required),I6,3.0,425,5500.0,406.0,1850.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed manual
18400,3,7066,65880,18400,2016,BMW,M4,4 Series,Base,M4,M4 2dr Coupe (3.0L 6cyl Turbo 6M),gas,premium unleaded (required),I6,3.0,425,5500.0,406.0,1850.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed manual
18401,3,7066,65880,18401,2016,BMW,M4,4 Series,Base,M4,M4 2dr Convertible (3.0L 6cyl Turbo 6M),gas,premium unleaded (required),I6,3.0,425,5500.0,406.0,1850.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed manual
18402,3,7066,65881,18402,2016,BMW,M4,4 Series,GTS,M4,M4 GTS 2dr Coupe (3.0L 6cyl Turbo 7AM),gas,premium unleaded (required),I6,3.0,493,6250.0,443.0,4000.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,7-speed automated manual
15410,3,7066,67454,15410,2017,BMW,M4,4 Series,Base,M4,M4 2dr Coupe (3.0L 6cyl Turbo 6M),gas,premium unleaded (required),I6,3.0,425,5500.0,406.0,1850.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed manual
15411,3,7066,67454,15411,2017,BMW,M4,4 Series,Base,M4,M4 2dr Convertible (3.0L 6cyl Turbo 6M),gas,premium unleaded (required),I6,3.0,425,5500.0,406.0,1850.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed manual
12394,3,7066,69047,12394,2018,BMW,M4,4 Series,Base,M4,M4 2dr Coupe (3.0L 6cyl Turbo 6M),gas,premium unleaded (required),I6,3.0,425,5500.0,406.0,1850.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed manual
12395,3,7066,69047,12395,2018,BMW,M4,4 Series,Base,M4,M4 2dr Convertible (3.0L 6cyl Turbo 6M),gas,premium unleaded (required),I6,3.0,425,5500.0,406.0,1850.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed manual
9357,3,7066,70720,9357,2019,BMW,M4,4 Series,Base,M4,M4 2dr Coupe (3.0L 6cyl Turbo 6M),gas,premium unleaded (required),I6,3.0,425,5500.0,406.0,1850.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed manual
21345,3,6329,64368,21345,2015,BMW,X3,X3,sDrive28i,sDrive28i,sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),gas,premium unleaded (required),I4,2.0,240,5000.0,260.0,1450.0,16,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic
21348,3,6329,64369,21348,2015,BMW,X3,X3,xDrive28d,xDrive28d,xDrive28d 4dr SUV AWD (2.0L 4cyl Turbodiesel 8A),diesel,diesel fuel,I4,2.0,180,4000.0,280.0,1750.0,16,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic
21346,3,6329,64370,21346,2015,BMW,X3,X3,xDrive28i,xDrive28i,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),gas,premium unleaded (required),I4,2.0,240,5000.0,260.0,1450.0,16,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic
21347,3,6329,64371,21347,2015,BMW,X3,X3,xDrive35i,xDrive35i,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),gas,premium unleaded (required),I6,3.0,300,5800.0,300.0,1300.0,24,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic
18443,3,6329,65897,18443,2016,BMW,X3,X3,sDrive28i,sDrive28i,sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),gas,premium unleaded (required),I4,2.0,240,5000.0,260.0,1450.0,16,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic
18446,3,6329,65898,18446,2016,BMW,X3,X3,xDrive28d,xDrive28d,xDrive28d 4dr SUV AWD (2.0L 4cyl Turbodiesel 8A),diesel,diesel fuel,I4,2.0,180,4000.0,280.0,1750.0,16,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic
18444,3,6329,65899,18444,2016,BMW,X3,X3,xDrive28i,xDrive28i,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),gas,premium unleaded (required),I4,2.0,240,5000.0,260.0,1450.0,16,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic
18445,3,6329,65900,18445,2016,BMW,X3,X3,xDrive35i,xDrive35i,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),gas,premium unleaded (required),I6,3.0,300,5800.0,300.0,1300.0,24,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic
15452,3,6329,67474,15452,2017,BMW,X3,X3,sDrive28i,sDrive28i,sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),gas,premium unleaded (required),I4,2.0,240,5000.0,260.0,1450.0,16,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic
15455,3,6329,67475,15455,2017,BMW,X3,X3,xDrive28d,xDrive28d,xDrive28d 4dr SUV AWD (2.0L 4cyl Turbodiesel 8A),diesel,diesel fuel,I4,2.0,180,4000.0,280.0,1750.0,16,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic
22589,30,6581,64808,22589,2015,Jeep,Compass,,Altitude,Altitude Edition,Altitude Edition 4dr SUV (2.0L 4cyl CVT),gas,regular unleaded,I4,2.0,158,6400.0,141.0,5000.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic
22590,30,6581,64808,22590,2015,Jeep,Compass,,Altitude,Altitude Edition,Altitude Edition 4dr SUV 4WD (2.4L 4cyl 6A),gas,regular unleaded,I4,2.4,172,6000.0,165.0,4400.0,16,Variable,Double overhead cam (DOHC),four wheel drive,6-speed shiftable automatic
22593,30,6581,64809,22593,2015,Jeep,Compass,,High Altitude,High Altitude Edition,High Altitude Edition 4dr SUV (2.0L 4cyl CVT),gas,regular unleaded,I4,2.0,158,6400.0,141.0,5000.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic
22594,30,6581,64809,22594,2015,Jeep,Compass,,High Altitude,High Altitude Edition,High Altitude Edition 4dr SUV 4WD (2.4L 4cyl 6A),gas,regular unleaded,I4,2.4,172,6000.0,165.0,4400.0,16,Variable,Double overhead cam (DOHC),four wheel drive,6-speed shiftable automatic
22591,30,6581,64810,22591,2015,Jeep,Compass,,Latitude,Latitude,Latitude 4dr SUV (2.0L 4cyl CVT),gas,regular unleaded,I4,2.0,158,6400.0,141.0,5000.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic
22592,30,6581,64810,22592,2015,Jeep,Compass,,Latitude,Latitude,Latitude 4dr SUV 4WD (2.4L 4cyl 6A),gas,regular unleaded,I4,2.4,172,6000.0,165.0,4400.0,16,Variable,Double overhead cam (DOHC),four wheel drive,6-speed shiftable automatic
22595,30,6581,64811,22595,2015,Jeep,Compass,,Limited,Limited,Limited 4dr SUV (2.4L 4cyl 6A),gas,regular unleaded,I4,2.4,172,6000.0,165.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic
22596,30,6581,64811,22596,2015,Jeep,Compass,,Limited,Limited,Limited 4dr SUV 4WD (2.4L 4cyl 6A),gas,regular unleaded,I4,2.4,172,6000.0,165.0,4400.0,16,Variable,Double overhead cam (DOHC),four wheel drive,6-speed shiftable automatic
22587,30,6581,64812,22587,2015,Jeep,Compass,,Sport,Sport,Sport 4dr SUV (2.0L 4cyl 5M),gas,regular unleaded,I4,2.0,158,6400.0,141.0,5000.0,16,Variable,Double overhead cam (DOHC),front wheel drive,5-speed manual
22588,30,6581,64812,22588,2015,Jeep,Compass,,Sport,Sport,Sport 4dr SUV 4WD (2.4L 4cyl 5M),gas,regular unleaded,I4,2.4,172,6000.0,165.0,4400.0,16,Variable,Double overhead cam (DOHC),four wheel drive,5-speed manual
22636,30,5044,64818,22636,2015,Jeep,Wrangler,,Rubicon,Rubicon,Rubicon 2dr SUV 4WD (3.6L 6cyl 6M),gas,regular unleaded,V6,3.6,285,6400.0,260.0,4800.0,24,Variable,Double overhead cam (DOHC),four wheel drive,6-speed manual
22641,30,5044,64818,22641,2015,Jeep,Wrangler,,Rubicon,Rubicon Hard Rock,Rubicon Hard Rock 2dr SUV 4WD (3.6L 6cyl 6M),gas,regular unleaded,V6,3.6,285,6400.0,260.0,4800.0,24,Variable,Double overhead cam (DOHC),four wheel drive,6-speed manual
